,Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot_1,Off_1,Shoot_2,Off_2,PGA,And1,Blkd,Season
444,352,Adreian Payne,PF,25,MIN,18,135,,,19%,75%,7%,1.4,2.6,4,1,15,2,10,0,15,0,1,2017
445,353,Cameron Payne,PG,22,TOT,31,462,93%,7%,,,,-8.2,-9.1,16,9,28,2,3,6,124,0,8,2017
446,353,Cameron Payne,PG,22,OKC,20,320,100%,,,,,-7.6,-8.7,9,5,23,2,1,5,90,0,8,2017
447,353,Cameron Payne,PG,22,CHI,11,142,79%,22%,,,,-9.8,-10.3,7,4,5,0,2,1,34,0,0,2017
448,354,Elfrid Payton,PG,22,ORL,82,2412,76%,24%,1%,,,-3.1,10.0,95,51,72,7,88,10,1206,28,99,2017
449,355,Gary Payton II,PG,24,MIL,6,99,100%,,,,,-29.3,-30.1,5,3,5,1,3,0,33,1,3,2017
450,356,Paul Pierce,SF,39,LAC,25,277,,,32%,68%,,3.9,-0.2,7,4,27,1,5,1,26,1,2,2017
451,357,Marshall Plumlee,C,24,NYK,21,170,,,,,100%,0.4,4.5,3,6,12,2,9,0,25,3,4,2017
452,358,Mason Plumlee,C,26,TOT,81,2148,,,,,100%,0.2,0.5,58,35,98,32,124,8,664,29,53,2017
453,358,Mason Plumlee,C,26,POR,54,1516,,,,,100%,0.7,1.6,40,23,62,19,93,2,495,22,39,2017
454,358,Mason Plumlee,C,26,DEN,27,632,,,,,100%,-0.8,-1.0,18,12,36,13,31,6,169,7,14,2017
455,359,Miles Plumlee,C,28,TOT,45,484,,,,30%,70%,-6.4,-7.0,7,12,36,8,16,3,49,3,12,2017
456,359,Miles Plumlee,C,28,MIL,32,310,,,,12%,88%,-3.9,-4.3,7,9,23,5,15,1,42,3,10,2017
457,359,Miles Plumlee,C,28,CHO,13,174,,,,61%,39%,-10.9,-11.8,0,3,13,3,1,2,7,0,2,2017
458,360,Jakob Poeltl,C,21,TOR,54,626,,,,4%,96%,0.6,-4.6,7,6,58,12,25,1,30,5,11,2017
459,Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,2017
460,361,Otto Porter,SF,23,WAS,80,2605,,1%,77%,23%,,3.0,3.8,27,7,102,5,52,12,274,22,14,2017
461,362,Bobby Portis,PF,21,CHI,64,1000,,,,77%,23%,-4.7,-6.5,10,8,54,10,28,0,84,5,23,2017
462,363,Kristaps Porziņģis,PF,21,NYK,66,2164,,,,79%,21%,-2.8,2.4,41,46,143,18,114,8,233,26,31,2017
463,364,Dwight Powell,C,25,DAL,77,1333,,,,15%,86%,-6.6,-5.2,14,10,65,5,60,6,125,12,25,2017
464,365,Norman Powell,SG,23,TOR,76,1368,,79%,21%,,,3.0,-2.4,33,20,44,10,69,8,198,12,39,2017
465,366,Alex Poythress,PF,23,PHI,6,157,,,6%,94%,,-10.6,-4.8,0,2,10,0,4,1,12,2,4,2017
466,367,Ronnie Price,PG,33,PHO,14,134,50%,50%,,,,-15.6,-10.0,1,2,3,0,2,1,41,0,2,2017
467,368,Taurean Prince,SF,22,ATL,59,981,,9%,72%,19%,,-0.6,0.8,38,10,41,8,42,5,128,8,28,2017
468,369,Tim Quarterman,SG,22,POR,16,80,5%,50%,45%,,,-1.3,-1.0,9,2,2,0,1,0,26,1,3,2017
469,370,Chasson Randle,PG,23,TOT,26,299,100%,,,,,-2.9,2.1,12,5,17,3,21,4,78,6,9,2017
470,370,Chasson Randle,PG,23,PHI,8,74,100%,,,,,-7.5,-1.5,3,0,5,0,5,0,13,2,2,2017
471,370,Chasson Randle,PG,23,NYK,18,225,100%,,,,,-1.4,2.7,9,5,12,3,16,4,65,4,7,2017
472,371,Julius Randle,PF,22,LAL,74,2132,,,,67%,33%,-10.6,-7.4,63,52,103,34,127,5,664,34,74,2017
473,372,Zach Randolph,PF,35,MEM,73,1786,,,1%,56%,43%,0.4,-0.6,34,39,43,16,83,3,292,20,68,2017
474,373,J.J. Redick,SG,32,LAC,78,2198,14%,84%,2%,,,8.9,11.0,47,32,64,8,45,17,251,14,19,2017
475,374,Willie Reed,C,26,MIA,71,1031,,,,,100%,2.4,1.7,9,8,75,7,40,9,61,6,23,2017
476,375,Josh Richardson,SG,23,MIA,53,1614,1%,16%,80%,4%,,0.6,-1.0,29,17,55,4,25,13,336,5,18,2017
477,376,Malachi Richardson,SG,21,SAC,22,198,,77%,23%,,,-3.3,0.7,4,1,8,2,10,1,27,3,0,2017
478,377,Austin Rivers,SG,24,LAC,74,2054,8%,67%,25%,,,-0.5,-9.5,47,47,85,9,83,12,498,25,47,2017
479,378,Andre Roberson,SF,25,OKC,79,2376,,9%,88%,3%,,3.6,7.8,23,17,99,5,38,13,193,7,36,2017
480,379,Brian Roberts,PG,31,CHO,41,416,99%,1%,,,,-6.6,-7.8,18,6,9,1,14,4,123,1,11,2017
481,380,Glenn Robinson III,SF,23,IND,69,1427,,51%,49%,,,-2.0,-2.9,15,18,38,2,29,2,113,9,18,2017
482,Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,2017
483,381,Thomas Robinson,PF,25,LAL,48,560,,,,45%,55%,-7.4,-0.2,19,13,50,12,31,4,76,7,16,2017
484,382,Sergio Rodríguez,PG,30,PHI,68,1518,99%,1%,,,,-5.5,0.7,81,29,39,3,6,0,794,4,20,2017
485,383,Rajon Rondo,PG,30,CHI,69,1843,100%,,,,,-2.3,-4.5,119,34,39,4,17,12,1035,5,35,2017
486,384,Derrick Rose,PG,28,NYK,64,2082,83%,17%,,,,-4.2,-0.6,79,47,35,11,119,9,680,26,85,2017
487,385,Terrence Ross,SF,25,TOT,78,1955,,5%,85%,10%,,2.9,5.5,40,20,71,5,27,7,207,6,17,2017
488,385,Terrence Ross,SF,25,TOR,54,1207,,1%,82%,16%,,6.5,2.9,19,10,47,2,18,5,107,4,9,2017
489,385,Terrence Ross,SF,25,ORL,24,748,,9%,90%,1%,,-2.8,5.1,21,10,24,3,9,2,100,2,8,2017
490,386,Terry Rozier,PG,22,BOS,74,1263,73%,27%,,,,0.0,-4.5,25,12,32,4,25,11,307,10,22,2017
491,387,Ricky Rubio,PG,26,MIN,75,2469,94%,6%,,,,-0.9,0.4,151,24,83,6,85,24,1505,13,32,2017
492,388,Damjan Rudež,SF,30,ORL,45,314,,,22%,69%,8%,-16.0,-9.8,7,0,12,1,0,0,44,0,1,2017
493,389,Brandon Rush,SG,31,MIN,47,1030,,92%,8%,,,-1.8,-1.0,12,5,23,3,8,3,100,0,9,2017
494,390,D'Angelo Russell,PG,20,LAL,63,1811,93%,7%,,,,-9.7,-4.7,110,40,52,15,75,11,708,16,37,2017
495,391,Domantas Sabonis,PF,20,OKC,81,1632,,,,84%,16%,0.3,-0.4,31,25,124,18,32,1,200,9,30,2017
496,392,Larry Sanders,C,28,CLE,5,13,,,,,100%,-11.4,-14.8,1,0,3,1,1,0,0,0,0,2017
497,393,Dario Šarić,PF,22,PHI,81,2129,,,10%,89%,2%,-7.2,-2.6,87,48,77,20,95,2,434,23,74,2017
498,394,Tomáš Satoranský,SG,25,WAS,57,719,3%,62%,35%,1%,,2.1,0.5,20,12,19,2,18,5,211,5,9,2017
499,395,Dennis Schröder,PG,23,ATL,79,2485,100%,,,,,-2.1,-2.4,155,66,60,14,98,18,1164,25,113,2017
500,396,Luis Scola,PF,36,BRK,36,461,,,,47%,53%,-8.6,-2.6,15,11,23,9,19,1,85,7,8,2017
501,397,Mike Scott,PF,28,ATL,18,195,,,5%,92%,3%,-10.6,-9.8,4,3,7,1,0,2,40,0,3,2017
502,398,Thabo Sefolosha,SF,32,ATL,62,1596,,2%,84%,13%,,-0.5,1.1,36,13,54,3,31,4,253,2,25,2017
503,399,Wayne Selden,SG,22,TOT,14,236,,46%,53%,1%,,-6.5,-6.0,4,5,8,2,10,0,29,2,3,2017
504,399,Wayne Selden,SG,22,NOP,3,47,,92%,8%,,,-1.0,1.0,0,0,3,2,2,0,2,0,0,2017
505,399,Wayne Selden,SG,22,MEM,11,189,,34%,64%,2%,,-8.0,-9.2,4,5,5,0,8,0,27,2,3,2017
506,400,Kevin Séraphin,PF,27,IND,49,559,,,,49%,51%,-9.8,-11.2,7,9,39,1,10,0,56,2,7,2017
507,Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,2017
508,401,Ramon Sessions,PG,30,CHO,50,811,84%,16%,,,,-4.9,-6.6,28,13,9,1,57,7,291,9,25,2017
509,402,Iman Shumpert,SG,26,CLE,76,1937,16%,78%,6%,,,2.0,-2.5,47,12,69,12,30,22,265,2,13,2017
510,403,Pascal Siakam,PF,22,TOR,55,859,,,1%,95%,5%,-1.1,-7.3,12,10,61,5,14,2,40,2,18,2017
511,404,Jonathon Simmons,SG,27,SAS,78,1392,3%,94%,3%,1%,,9.4,2.3,32,27,61,8,52,13,315,4,40,2017
512,405,Kyle Singler,SF,28,OKC,32,385,,9%,82%,9%,,0.5,0.0,4,3,14,1,6,1,20,1,5,2017
513,406,Marcus Smart,SG,22,BOS,79,2399,6%,66%,28%,,,3.4,0.7,91,31,79,19,80,29,872,19,50,2017
514,407,Ish Smith,PG,28,DET,81,1955,100%,,,,,1.5,5.8,59,36,70,6,41,5,989,6,35,2017
515,408,J.R. Smith,SG,31,CLE,41,1187,1%,74%,25%,1%,,3.6,0.4,15,6,40,4,4,10,143,1,5,2017
516,409,Jason Smith,C,30,WAS,74,1068,,,,,100%,-0.2,-2.6,23,8,71,21,24,7,86,6,15,2017
517,410,Tony Snell,SG,25,MIL,80,2336,1%,86%,13%,,,-1.7,-4.5,28,15,77,5,22,7,221,4,10,2017
518,411,Marreese Speights,C,29,LAC,82,1286,,,,7%,93%,-2.5,-9.7,32,18,107,15,60,4,164,11,23,2017
519,412,Tiago Splitter,C,32,PHI,8,76,,,,,100%,-5.5,0.5,3,3,3,0,4,0,8,0,5,2017
520,413,Nik Stauskas,SG,23,PHI,80,2188,5%,78%,17%,,,-4.7,2.8,76,42,91,4,59,3,441,6,34,2017
521,414,Lance Stephenson,SG,26,TOT,18,361,1%,55%,44%,,,1.1,2.2,15,5,11,5,7,2,142,3,1,2017
522,414,Lance Stephenson,SG,26,NOP,6,162,,10%,89%,1%,,-3.3,-1.4,6,1,5,4,5,1,69,2,0,2017
523,414,Lance Stephenson,SG,26,MIN,6,67,,78%,22%,,,-7.7,-6.7,3,1,1,0,0,1,12,0,0,2017
524,414,Lance Stephenson,SG,26,IND,6,132,2%,97%,1%,,,11.6,12.2,6,3,5,1,2,0,61,1,1,2017
525,415,Jarnell Stokes,C,23,DEN,2,7,,,,,100%,-8.8,-8.9,0,0,2,0,0,0,6,0,0,2017
526,416,Diamond Stone,C,19,LAC,7,24,,,,,100%,-58.7,-63.2,0,2,5,0,2,0,0,0,3,2017
527,417,Rodney Stuckey,PG,30,IND,39,696,51%,48%,1%,,,-2.2,-2.4,23,19,17,9,45,4,197,6,16,2017
528,418,Jared Sullinger,PF,24,TOR,11,118,,,,70%,30%,-16.2,-21.4,1,1,7,2,4,1,5,2,4,2017
529,419,Edy Tavares,C,24,TOT,2,28,,,,,100%,17.8,16.8,2,0,3,0,1,0,3,1,0,2017
530,419,Edy Tavares,C,24,ATL,1,4,,,,,100%,85.7,87.0,0,0,0,0,0,0,0,0,0,2017
531,419,Edy Tavares,C,24,CLE,1,24,,,,,100%,6.7,3.4,2,0,3,0,1,0,3,1,0,2017
532,420,Isaiah Taylor,PG,22,HOU,4,52,46%,54%,,,,-13.1,-19.5,0,0,2,0,1,2,7,0,1,2017
533,Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,2017
534,421,Jeff Teague,PG,28,IND,82,2657,99%,1%,,,,1.1,4.0,131,58,81,9,150,20,1454,25,92,2017
535,422,Mirza Teletović,PF,31,MIL,70,1133,,,2%,90%,8%,3.5,4.8,18,10,54,5,20,2,114,4,9,2017
536,423,Garrett Temple,SG,30,SAC,65,1728,1%,45%,53%,1%,,-5.0,-1.9,51,18,62,6,21,21,383,7,19,2017
537,424,Jason Terry,SG,39,MIL,74,1365,58%,42%,,,,4.5,6.7,24,5,35,4,13,3,233,2,8,2017
538,425,Isaiah Thomas,PG,27,BOS,76,2569,100%,,,,,4.5,4.2,102,78,65,10,228,23,1087,39,114,2017
539,426,Lance Thomas,PF,28,NYK,46,968,,,20%,79%,2%,-9.9,-8.0,11,4,34,4,21,12,80,3,17,2017
540,427,Hollis Thompson,SG,25,TOT,40,752,,40%,60%,,,-6.1,-2.3,4,2,32,4,12,1,83,1,14,2017
541,427,Hollis Thompson,SG,25,PHI,31,561,,31%,69%,,,-9.5,-4.1,3,2,25,4,9,1,62,1,10,2017
542,427,Hollis Thompson,SG,25,NOP,9,191,,67%,33%,,,3.9,6.1,1,0,7,0,3,0,21,0,4,2017
543,428,Klay Thompson,SG,26,GSW,78,2649,,75%,25%,,,14.5,8.2,72,31,72,12,89,1,365,17,44,2017
544,429,Tristan Thompson,C,25,CLE,78,2336,,,,15%,85%,3.7,1.1,14,18,75,21,86,3,193,15,45,2017
545,430,Marcus Thornton,SG,29,WAS,33,575,18%,80%,2%,,,-13.2,-17.3,7,10,14,6,9,1,87,4,10,2017
546,431,Mike Tobey,C,22,CHO,2,25,,,,,100%,-30.4,-31.0,0,1,1,0,0,0,2,0,1,2017
547,432,Anthony Tolliver,PF,31,SAC,65,1477,,,5%,95%,1%,-4.5,-0.8,32,13,52,5,31,6,174,3,16,2017
548,433,Axel Toupane,SF,24,TOT,4,47,,,100%,,,-11.7,-10.8,0,0,4,0,0,1,0,0,0,2017
549,433,Axel Toupane,SF,24,MIL,2,6,,,100%,,,-81.8,-82.0,0,0,1,0,0,0,0,0,0,2017
550,433,Axel Toupane,SF,24,NOP,2,41,,,100%,,,-2.4,-0.5,0,0,3,0,0,1,0,0,0,2017
551,434,Karl-Anthony Towns,C,21,MIN,82,3030,,,,,100%,-0.7,1.8,83,49,99,51,191,7,507,53,92,2017
552,435,P.J. Tucker,SF,31,TOT,81,2236,,1%,83%,16%,,-1.6,-1.0,28,10,79,12,32,13,230,7,34,2017
553,435,P.J. Tucker,SF,31,PHO,57,1627,,1%,84%,15%,,-4.6,2.2,21,7,59,9,30,10,169,7,28,2017
554,435,P.J. Tucker,SF,31,TOR,24,609,,,81%,19%,,6.9,2.7,7,3,20,3,2,3,61,0,6,2017
555,436,Evan Turner,SF,28,POR,65,1658,,7%,91%,2%,,-4.7,-7.5,66,23,67,5,43,3,477,16,37,2017
556,437,Myles Turner,C,20,IND,81,2541,,,,1%,99%,2.7,8.1,36,28,156,33,142,8,265,38,45,2017
557,438,Beno Udrih,PG,34,DET,39,560,99%,1%,,,,6.2,8.9,24,11,15,0,13,4,297,4,15,2017
558,439,Tyler Ulis,PG,21,PHO,61,1123,100%,,,,,-6.7,-1.1,48,19,26,3,29,12,505,4,28,2017
559,440,Jarrod Uthoff,PF,23,DAL,9,115,,,44%,56%,,-29.9,-27.5,1,2,6,0,2,0,22,1,2,2017
560,Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,2017
561,441,Jonas Valančiūnas,C,24,TOR,80,2066,,,,,100%,2.2,-4.9,26,28,106,31,98,3,139,20,36,2017
562,442,Denzel Valentine,SG,23,CHI,57,976,1%,67%,31%,,,-0.8,-1.2,32,10,39,1,2,3,150,0,4,2017
563,443,Fred VanVleet,PG,22,TOR,37,294,100%,,,,,11.0,7.0,8,4,16,1,8,1,82,1,14,2017
564,444,Anderson Varejão,C,34,GSW,14,92,,,,19%,81%,-11.1,-23.4,4,2,9,2,5,2,24,1,0,2017
565,445,Greivis Vásquez,PG,30,BRK,3,39,96%,4%,,,,-14.6,-8.4,0,0,0,0,1,0,14,0,1,2017
566,446,Rashad Vaughn,SG,20,MIL,41,458,1%,85%,15%,,,-7.5,-8.6,6,5,17,0,2,0,50,0,4,2017
567,447,Noah Vonleh,PF,21,POR,74,1265,,,,71%,29%,-3.0,-4.0,20,17,67,16,45,4,80,7,29,2017
568,448,Nikola Vučević,C,26,ORL,75,2163,,,,,100%,-4.3,5.8,56,24,121,14,60,0,512,13,34,2017
569,449,Sasha Vujačić,SG,32,NYK,42,408,,37%,61%,2%,,-0.6,3.7,9,3,17,3,8,1,118,3,5,2017
570,450,Dwyane Wade,SG,35,CHI,60,1792,9%,84%,7%,,,-2.3,-4.4,86,35,59,10,134,4,519,30,49,2017
571,451,Dion Waiters,SG,25,MIA,46,1384,2%,31%,66%,1%,,2.7,2.4,54,24,35,11,51,8,501,14,41,2017
572,452,Kemba Walker,PG,26,CHO,79,2739,100%,,,,,3.7,10.7,85,75,58,3,134,26,1021,35,112,2017
573,453,John Wall,PG,26,WAS,78,2836,95%,6%,,,,3.9,8.0,194,87,63,22,194,24,1943,50,88,2017
574,454,T.J. Warren,SF,23,PHO,66,2048,,1%,69%,30%,1%,-6.8,-1.9,24,14,88,9,6,5,171,14,42,2017
575,455,C.J. Watson,PG,32,ORL,62,1012,59%,42%,,,,-9.6,-3.6,32,12,39,2,21,9,279,7,10,2017
576,456,Briante Weber,PG,24,TOT,20,205,90%,11%,,,,-12.0,-18.6,5,3,5,0,5,0,56,2,2,2017
577,456,Briante Weber,PG,24,GSW,7,46,100%,,,,,-13.8,-25.8,1,2,0,0,1,0,13,1,1,2017
578,456,Briante Weber,PG,24,CHO,13,159,87%,14%,,,,-11.4,-12.3,4,1,5,0,4,0,43,1,1,2017
579,457,David West,C,36,GSW,68,854,,,,7%,94%,7.7,-5.1,39,18,57,15,25,3,332,4,8,2017
580,458,Russell Westbrook,PG,28,OKC,81,2802,91%,9%,,,,3.9,12.4,297,93,51,29,319,6,1886,61,90,2017
581,459,Okaro White,PF,24,MIA,35,471,,,27%,72%,1%,9.5,9.4,3,6,23,4,10,2,56,2,8,2017
582,460,Isaiah Whitehead,PG,21,BRK,73,1643,92%,8%,,,,-2.7,6.2,70,45,80,19,45,15,460,10,53,2017
583,Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,2017
584,461,Hassan Whiteside,C,27,MIA,77,2513,,,,,100%,1.9,1.9,32,50,102,33,166,12,128,50,63,2017
585,462,Andrew Wiggins,SF,21,MIN,82,3048,,2%,93%,5%,,-0.4,3.1,67,81,104,19,243,13,444,53,99,2017
586,463,C.J. Wilcox,SG,26,ORL,22,108,,82%,18%,,,-9.5,-2.7,4,2,4,0,0,2,31,0,0,2017
587,464,Alan Williams,C,24,PHO,47,708,,,,2%,98%,-1.0,5.9,6,6,57,24,45,1,54,13,20,2017
588,465,Deron Williams,PG,32,TOT,64,1657,48%,52%,,,,-3.4,-4.4,88,28,67,12,45,8,867,14,25,2017
589,465,Deron Williams,PG,32,DAL,40,1171,36%,64%,1%,,,-3.0,0.3,62,17,41,10,31,7,659,8,18,2017
590,465,Deron Williams,PG,32,CLE,24,486,77%,23%,,,,-4.2,-8.6,26,11,26,2,14,1,208,6,7,2017
591,466,Derrick Williams,PF,25,TOT,50,804,,,5%,86%,9%,-4.4,-7.4,12,11,28,4,42,0,70,4,18,2017
592,466,Derrick Williams,PF,25,MIA,25,377,,,4%,95%,1%,-6.3,-8.2,6,5,14,2,25,0,34,2,14,2017
593,466,Derrick Williams,PF,25,CLE,25,427,,,6%,78%,16%,-2.8,-6.9,6,6,14,2,17,0,36,2,4,2017
594,467,Lou Williams,SG,30,TOT,81,1994,65%,34%,1%,,,0.3,1.1,106,36,40,9,35,7,520,36,57,2017
595,467,Lou Williams,SG,30,LAL,58,1403,75%,25%,,,,-0.5,10.5,79,27,26,6,1,5,400,28,41,2017
596,467,Lou Williams,SG,30,HOU,23,591,41%,56%,3%,,,2.3,-4.6,27,9,14,3,34,2,120,8,16,2017
597,468,Marvin Williams,PF,30,CHO,76,2295,,,,99%,1%,-0.4,-1.8,28,10,61,13,55,5,252,17,35,2017
598,469,Reggie Williams,SF,30,NOP,6,79,,23%,66%,11%,,-17.7,-16.1,0,0,1,0,3,0,9,0,0,2017
599,470,Troy Williams,SF,22,TOT,30,557,,1%,86%,13%,,-6.7,-11.0,18,8,28,4,14,0,57,3,10,2017
600,470,Troy Williams,SF,22,MEM,24,418,,1%,95%,5%,,-7.8,-9.6,15,6,21,3,11,0,44,3,9,2017
601,470,Troy Williams,SF,22,HOU,6,139,,,61%,39%,,-3.6,-10.1,3,2,7,1,3,0,13,0,1,2017
602,471,Kyle Wiltjer,PF,24,HOU,14,44,,,,85%,15%,-37.0,-43.7,2,2,3,0,1,0,5,0,0,2017
603,472,Justise Winslow,SF,20,MIA,18,625,,2%,73%,25%,,-1.2,-2.8,19,11,20,2,18,3,151,4,19,2017
604,473,Jeff Withey,C,26,UTA,51,432,,,,,100%,-1.3,-6.6,5,3,31,5,21,0,18,4,15,2017
605,474,Christian Wood,PF,21,CHO,13,107,,,,27%,73%,7.3,7.1,0,4,4,3,7,3,5,1,2,2017
606,475,Metta World Peace,SF,37,LAL,25,160,,10%,67%,23%,,-18.6,-11.8,3,2,6,2,5,0,22,0,3,2017
607,476,Brandan Wright,PF,29,MEM,28,447,,,,69%,31%,4.7,4.5,4,4,25,1,17,0,36,5,11,2017
608,477,Delon Wright,PG,24,TOR,27,446,57%,35%,8%,,,8.7,4.7,11,7,16,2,22,0,146,2,13,2017
609,478,James Young,SG,21,BOS,29,220,1%,32%,66%,1%,,-6.4,-10.0,2,1,10,0,4,1,10,2,1,2017
610,479,Joe Young,PG,24,IND,33,135,51%,49%,,,,-24.7,-25.4,3,2,4,0,6,0,34,2,5,2017
611,480,Nick Young,SG,31,LAL,60,1556,2%,70%,27%,1%,,-7.2,0.1,11,14,71,4,37,17,136,11,11,2017
612,Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,2017
613,481,Thaddeus Young,PF,28,IND,74,2237,,,1%,99%,,2.2,5.5,50,29,61,7,36,5,280,12,47,2017
614,482,Cody Zeller,C,24,CHO,62,1725,,,,27%,73%,6.2,10.3,19,12,91,29,83,5,238,20,56,2017
615,483,Tyler Zeller,C,27,BOS,51,525,,,,,100%,-0.1,-3.7,11,3,33,6,14,3,99,4,16,2017
616,484,Stephen Zimmerman,C,20,ORL,19,108,,,,1%,99%,-17.7,-11.0,1,0,12,1,2,0,9,1,7,2017
617,485,Paul Zipser,SF,22,CHI,44,843,1%,57%,38%,4%,,1.3,1.5,19,11,45,2,17,2,85,4,10,2017
618,486,Ivica Zubac,C,19,LAL,38,609,,,,,100%,-10.8,-4.3,13,10,47,5,21,0,71,5,24,2017
