,Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,Unnamed: 9,2P_FGAxDist,0_3_FGAxDist,3_10_FGAxDist,10_16_FGAxDist,16_3P_FGAxDist,3P_FGAxDist,Unnamed: 16,2P_FGPxDist,0_3_FGPxDist,3_10_FGPxDist,10_16_FGPxDist,16_3P_FGPxDist,3P_FGPxDist,Unnamed: 23,2PAstP,3PAstP,Unnamed: 26,Dunks_FGA,Num_Dunks,Unnamed: 29,Corner_3PFGA,Corner_3PP,Unnamed: 32,Heaves_Att,Heaves_Made,Season
593,436,Isaiah Thomas,PG,25,PHO,46,1181,.426,15.2,,.596,.225,.133,.104,.135,.404,,.449,.600,.353,.377,.348,.391,,.241,.753,,.000,0,,.164,.353,,1,0,2015
594,436,Isaiah Thomas,PG,25,BOS,21,545,.411,15.6,,.512,.305,.074,.039,.095,.488,,.473,.563,.190,.364,.444,.345,,.290,.583,,.000,0,,.050,.571,,1,0,2015
595,437,Lance Thomas,PF-SF,26,TOT,62,1490,.412,11.6,,.950,.213,.213,.183,.337,.050,,.417,.596,.351,.432,.336,.318,,.646,1.000,,.029,10,,.864,.368,,0,0,2015
596,437,Lance Thomas,SF,26,OKC,22,450,.357,10.0,,.992,.254,.262,.151,.325,.008,,.360,.469,.303,.526,.244,.000,,.644,,,.032,2,,.000,,,0,0,2015
597,437,Lance Thomas,PF,26,NYK,40,1040,.434,12.2,,.934,.196,.193,.196,.342,.066,,.441,.661,.377,.403,.370,.333,,.646,1.000,,.028,8,,.905,.368,,0,0,2015
598,438,Malcolm Thomas,PF,26,PHI,17,194,.450,7.9,,.825,.500,.225,.025,.075,.175,,.545,.750,.222,.000,.333,.000,,.667,,,.100,4,,.143,.000,,0,0,2015
599,439,Tyrus Thomas,PF,28,MEM,2,7,1.000,13.0,,1.000,.000,.000,1.000,.000,.000,,1.000,,,1.000,,,,1.000,,,.000,0,,,,,0,0,2015
600,440,Hollis Thompson,SG,23,PHI,71,1776,.413,17.2,,.471,.175,.133,.061,.103,.529,,.426,.579,.319,.515,.250,.401,,.670,.983,,.011,4,,.199,.421,,0,0,2015
601,Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P,0-3,3-10,10-16,16-3P,3P,,2P,0-3,3-10,10-16,16-3P,3P,,2P,3P,,%FGA,#,,%3PA,3P%,,Att.,#,2015
602,441,Jason Thompson,PF,28,SAC,81,1991,.470,8.9,,.998,.308,.334,.098,.257,.002,,.471,.614,.441,.381,.373,.000,,.667,,,.098,34,,.000,,,1,0,2015
603,442,Klay Thompson,SG,24,GSW,77,2455,.463,16.6,,.580,.172,.107,.131,.171,.420,,.481,.682,.345,.418,.414,.439,,.556,.908,,.019,21,,.229,.520,,3,0,2015
604,443,Tristan Thompson,PF,23,CLE,82,2194,.547,3.2,,1.000,.664,.248,.072,.016,.000,,.547,.651,.347,.314,.375,,,.715,,,.260,117,,,,,0,0,2015
605,444,Marcus Thornton,SG,27,TOT,48,721,.406,15.9,,.586,.223,.130,.046,.186,.414,,.426,.494,.467,.125,.391,.378,,.488,.870,,.000,0,,.147,.429,,1,0,2015
606,444,Marcus Thornton,SG,27,BOS,39,640,.416,15.8,,.593,.230,.131,.046,.187,.407,,.414,.500,.450,.071,.368,.419,,.480,.865,,.000,0,,.145,.500,,1,0,2015
607,444,Marcus Thornton,SG,27,PHO,9,81,.325,16.7,,.525,.175,.125,.050,.175,.475,,.524,.429,.600,.500,.571,.105,,.545,1.000,,.000,0,,.158,.000,,0,0,2015
608,445,Anthony Tolliver,PF,29,TOT,76,1432,.410,20.0,,.262,.153,.043,.013,.053,.738,,.534,.650,.353,.600,.333,.366,,.764,1.000,,.015,6,,.369,.421,,0,0,2015
609,445,Anthony Tolliver,PF,29,PHO,24,272,.351,22.4,,.162,.068,.027,.000,.068,.838,,.167,.400,.000,,.000,.387,,1.000,1.000,,.000,0,,.323,.550,,0,0,2015
610,445,Anthony Tolliver,PF,29,DET,52,1160,.423,19.5,,.285,.172,.047,.016,.050,.715,,.582,.673,.400,.600,.438,.360,,.755,1.000,,.019,6,,.382,.391,,0,0,2015
611,446,P.J. Tucker,SF,29,PHO,78,2383,.438,14.4,,.577,.267,.141,.049,.122,.423,,.506,.679,.345,.276,.397,.345,,.397,.874,,.015,9,,.607,.359,,0,0,2015
612,447,Ronny Turiaf,C,32,MIN,2,19,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,2015
613,448,Hedo Türkoğlu,SF,35,LAC,62,705,.441,21.4,,.261,.074,.032,.032,.122,.739,,.469,.714,.333,.500,.348,.432,,.565,.900,,.005,1,,.230,.563,,0,0,2015
614,449,Evan Turner,SG,26,BOS,82,2260,.429,12.3,,.840,.248,.126,.263,.204,.160,,.458,.584,.309,.449,.408,.277,,.244,.818,,.032,19,,.319,.342,,0,0,2015
615,450,Ekpe Udoh,PF,27,LAC,33,128,.458,8.3,,1.000,.208,.333,.417,.042,.000,,.458,.800,.250,.500,.000,,,.727,,,.042,1,,,,,0,0,2015
616,451,Beno Udrih,PG,32,MEM,79,1494,.487,14.2,,.808,.206,.083,.216,.303,.192,,.539,.692,.262,.550,.503,.268,,.423,.885,,.000,0,,.227,.364,,2,0,2015
617,452,Jonas Valančiūnas,C,22,TOR,80,2096,.572,4.5,,.998,.505,.380,.063,.051,.002,,.573,.669,.500,.390,.394,.000,,.534,,,.113,63,,.000,,,0,0,2015
618,453,Anderson Varejão,C,32,CLE,26,636,.555,6.8,,.990,.455,.245,.150,.140,.010,,.561,.670,.429,.433,.571,.000,,.883,,,.020,4,,.000,,,0,0,2015
619,454,Greivis Vásquez,PG,28,TOR,82,1991,.408,16.7,,.516,.112,.226,.076,.101,.484,,.436,.568,.372,.455,.425,.379,,.399,.812,,.003,1,,.128,.467,,3,0,2015
620,455,Charlie Villanueva,PF,30,DAL,64,678,.414,17.8,,.390,.152,.127,.058,.052,.610,,.475,.527,.435,.381,.526,.376,,.672,.988,,.022,6,,.249,.345,,0,0,2015
621,456,Noah Vonleh,PF,19,CHO,25,259,.395,8.6,,.829,.447,.250,.066,.066,.171,,.397,.471,.316,.400,.200,.385,,.360,.800,,.039,3,,.000,,,0,0,2015
622,457,Nikola Vučević,C,24,ORL,74,2529,.523,9.1,,.995,.305,.278,.155,.257,.005,,.524,.668,.448,.471,.468,.333,,.655,1.000,,.053,56,,.000,,,0,0,2015
623,458,Dwyane Wade,SG,33,MIA,62,1971,.470,11.9,,.906,.229,.187,.202,.283,.094,,.489,.681,.488,.429,.378,.284,,.342,.483,,.024,25,,.176,.333,,1,0,2015
624,459,Dion Waiters,SG,23,TOT,80,2208,.396,13.0,,.740,.335,.089,.055,.261,.260,,.431,.508,.286,.423,.385,.297,,.371,.849,,.024,20,,.447,.336,,0,0,2015
625,459,Dion Waiters,SG,23,CLE,33,786,.404,13.1,,.749,.342,.085,.035,.287,.251,,.453,.556,.345,.417,.367,.256,,.491,.864,,.023,6,,.442,.395,,0,0,2015
626,459,Dion Waiters,SG,23,OKC,47,1422,.392,13.0,,.735,.331,.091,.066,.247,.265,,.419,.480,.255,.425,.396,.319,,.296,.843,,.025,14,,.450,.306,,0,0,2015
627,460,Henry Walker,SF,27,MIA,24,628,.345,20.7,,.214,.095,.060,.030,.018,.786,,.361,.625,.000,.400,.333,.341,,.538,.956,,.024,3,,.189,.240,,1,0,2015
628,Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P,0-3,3-10,10-16,16-3P,3P,,2P,0-3,3-10,10-16,16-3P,3P,,2P,3P,,%FGA,#,,%3PA,3P%,,Att.,#,2015
629,461,Kemba Walker,PG,24,CHO,62,2119,.385,14.3,,.715,.257,.113,.133,.212,.285,,.418,.492,.378,.300,.423,.304,,.259,.659,,.000,0,,.089,.280,,4,0,2015
630,462,John Wall,PG,24,WAS,79,2837,.445,13.5,,.814,.284,.081,.127,.322,.186,,.478,.619,.404,.419,.395,.300,,.200,.646,,.032,37,,.198,.256,,7,0,2015
631,463,Gerald Wallace,SF,32,BOS,32,286,.412,6.1,,.912,.706,.147,.000,.059,.088,,.419,.458,.400,,.000,.333,,.615,1.000,,.029,1,,.333,1.000,,1,0,2015
632,464,T.J. Warren,SF,21,PHO,40,614,.528,8.1,,.902,.425,.262,.126,.089,.098,,.560,.725,.464,.333,.368,.238,,.620,1.000,,.051,11,,.333,.143,,1,0,2015
633,465,C.J. Watson,PG,30,IND,57,1422,.434,17.1,,.580,.177,.089,.086,.228,.420,,.459,.608,.324,.417,.411,.400,,.315,.771,,.000,0,,.269,.340,,2,0,2015
634,466,David Wear,PF,24,SAC,2,7,.000,12.5,,.500,.500,.000,.000,.000,.500,,.000,.000,,,,.000,,,,,.000,0,,.000,,,0,0,2015
635,467,Travis Wear,SF,24,NYK,51,672,.402,15.6,,.856,.120,.077,.234,.421,.144,,.408,.400,.625,.429,.364,.367,,.493,.818,,.005,0,,.300,.333,,0,0,2015
636,468,Martell Webster,SF,28,WAS,32,352,.264,17.8,,.527,.165,.044,.055,.264,.473,,.292,.400,.250,.200,.250,.233,,.357,.900,,.044,2,,.186,.125,,0,0,2015
637,469,David West,PF,34,IND,66,1895,.471,12.8,,.971,.159,.198,.157,.456,.029,,.479,.642,.419,.324,.502,.200,,.740,1.000,,.006,3,,.150,.333,,0,0,2015
638,470,Russell Westbrook,PG,26,OKC,67,2302,.426,11.7,,.804,.346,.105,.169,.184,.196,,.457,.580,.310,.402,.363,.299,,.185,.512,,.036,48,,.052,.267,,2,0,2015
639,471,Hassan Whiteside,C,25,MIA,48,1142,.628,4.0,,1.000,.522,.354,.093,.023,.000,,.628,.762,.482,.500,.333,,,.584,,,.235,86,,,,,0,0,2015
640,472,Shayne Whittington,PF,23,IND,20,108,.452,9.8,,.857,.310,.286,.024,.238,.143,,.500,.615,.333,.000,.600,.167,,.722,1.000,,.071,3,,.333,.500,,0,0,2015
641,473,Andrew Wiggins,SF,19,MIN,82,2969,.437,10.7,,.889,.307,.193,.162,.225,.111,,.453,.665,.347,.380,.305,.310,,.489,.872,,.077,79,,.246,.419,,1,0,2015
642,474,C.J. Wilcox,SG,24,LAC,21,101,.421,19.5,,.500,.132,.053,.053,.263,.500,,.474,.800,.500,1.000,.200,.368,,.667,.857,,.000,0,,.263,.400,,0,0,2015
643,475,Deron Williams,PG,30,BRK,68,2114,.387,14.4,,.693,.213,.179,.106,.196,.307,,.395,.457,.377,.390,.351,.367,,.199,.782,,.001,0,,.156,.459,,3,0,2015
644,476,Derrick Williams,PF,23,SAC,74,1462,.447,12.4,,.678,.332,.153,.060,.134,.322,,.511,.696,.311,.345,.354,.314,,.685,.918,,.151,65,,.308,.396,,0,0,2015
645,477,Elliot Williams,SG,25,TOT,13,119,.378,18.3,,.514,.189,.027,.054,.243,.486,,.316,.571,.000,.000,.222,.444,,.500,.875,,.027,1,,.167,.667,,0,0,2015
646,477,Elliot Williams,SG,25,UTA,5,42,.462,18.2,,.462,.154,.077,.077,.154,.538,,.167,.500,.000,.000,.000,.714,,1.000,1.000,,.000,0,,.143,1.000,,0,0,2015
647,477,Elliot Williams,SG,25,NOP,8,77,.333,18.3,,.542,.208,.000,.042,.292,.458,,.385,.600,,.000,.286,.273,,.400,.667,,.042,1,,.182,.500,,0,0,2015
648,478,Lou Williams,SG,28,TOR,80,2016,.404,17.8,,.518,.112,.125,.124,.157,.482,,.464,.529,.483,.409,.445,.340,,.283,.559,,.006,6,,.230,.485,,1,0,2015
649,479,Marvin Williams,PF,28,CHO,78,2035,.424,18.5,,.465,.154,.087,.034,.190,.535,,.500,.684,.349,.294,.457,.358,,.748,.979,,.022,9,,.264,.471,,1,0,2015
650,480,Mo Williams,PG,32,TOT,68,1980,.397,19.4,,.595,.067,.069,.100,.359,.405,,.434,.483,.424,.465,.417,.342,,.275,.580,,.000,0,,.083,.345,,5,0,2015
651,480,Mo Williams,PG,32,MIN,41,1149,.403,19.1,,.620,.060,.078,.107,.374,.380,,.437,.556,.343,.479,.425,.347,,.306,.542,,.000,0,,.071,.500,,2,0,2015
652,480,Mo Williams,PG,32,CHO,27,831,.390,19.7,,.569,.075,.058,.092,.344,.431,,.430,.419,.542,.447,.408,.337,,.238,.617,,.000,0,,.096,.235,,3,0,2015
653,Rk,Player,Pos,Age,Tm,G,MP,FG%,Dist.,,2P,0-3,3-10,10-16,16-3P,3P,,2P,0-3,3-10,10-16,16-3P,3P,,2P,3P,,%FGA,#,,%3PA,3P%,,Att.,#,2015
654,481,Reggie Williams,SF,28,SAS,20,105,.385,15.4,,.513,.256,.128,.051,.077,.487,,.600,.700,.600,.500,.333,.158,,.583,.667,,.000,0,,.263,.000,,0,0,2015
655,482,Shawne Williams,SF,28,TOT,63,1087,.403,18.8,,.407,.157,.033,.057,.160,.593,,.467,.511,.300,.412,.479,.360,,.632,.984,,.010,3,,.483,.360,,0,0,2015
656,482,Shawne Williams,SF,28,MIA,44,924,.425,19.3,,.367,.142,.029,.054,.142,.633,,.477,.559,.429,.385,.441,.395,,.595,.983,,.008,2,,.487,.378,,0,0,2015
657,482,Shawne Williams,SF,28,DET,19,163,.317,16.7,,.567,.217,.050,.067,.233,.433,,.441,.385,.000,.500,.571,.154,,.733,1.000,,.017,1,,.462,.250,,0,0,2015
658,483,Jeff Withey,C,24,NOP,37,259,.500,4.3,,1.000,.563,.281,.109,.047,.000,,.500,.611,.278,.429,.667,,,.844,,,.141,8,,,,,0,0,2015
659,484,Nate Wolters,PG,23,TOT,21,247,.351,8.6,,.877,.333,.351,.088,.105,.123,,.400,.526,.300,.400,.333,.000,,.500,,,.000,0,,.429,.000,,0,0,2015
660,484,Nate Wolters,PG,23,MIL,11,142,.387,9.6,,.839,.258,.355,.097,.129,.161,,.462,.625,.455,.333,.250,.000,,.500,,,.000,0,,.600,.000,,0,0,2015
661,484,Nate Wolters,PG,23,NOP,10,105,.308,7.5,,.923,.423,.346,.077,.077,.077,,.333,.455,.111,.500,.500,.000,,.500,,,.000,0,,.000,,,0,0,2015
662,485,Brandan Wright,PF,27,TOT,75,1449,.642,3.7,,.992,.587,.331,.058,.017,.008,,.647,.784,.450,.429,.500,.000,,.738,,,.273,95,,.333,.000,,1,0,2015
663,485,Brandan Wright,PF,27,DAL,27,505,.748,2.5,,1.000,.704,.267,.022,.007,.000,,.748,.853,.500,.333,1.000,,,.762,,,.326,41,,,,,0,0,2015
664,485,Brandan Wright,PF,27,BOS,8,86,.571,2.9,,1.000,.571,.429,.000,.000,.000,,.571,.750,.333,,,,,.917,,,.286,6,,,,,0,0,2015
665,485,Brandan Wright,PF,27,PHO,40,858,.580,4.7,,.986,.512,.362,.087,.024,.014,,.588,.726,.440,.444,.400,.000,,.700,,,.237,48,,.333,.000,,1,0,2015
666,486,Dorell Wright,SF,29,POR,48,592,.379,17.8,,.432,.158,.126,.037,.111,.568,,.378,.600,.333,.286,.143,.380,,.387,.976,,.032,6,,.333,.361,,1,0,2015
667,487,Tony Wroten,PG,21,PHI,30,895,.403,10.6,,.673,.507,.145,.014,.007,.327,,.473,.555,.254,.000,.000,.261,,.370,.703,,.037,14,,.063,.222,,6,0,2015
668,488,James Young,SG,19,BOS,31,332,.353,20.3,,.353,.098,.049,.020,.186,.647,,.528,.800,.400,.500,.421,.258,,.842,.941,,.020,2,,.197,.154,,0,0,2015
669,489,Nick Young,SG,29,LAL,42,1000,.366,18.7,,.527,.101,.067,.139,.221,.473,,.363,.625,.094,.318,.352,.369,,.308,.602,,.006,2,,.196,.455,,2,0,2015
670,490,Thaddeus Young,PF,26,TOT,76,2434,.466,8.6,,.881,.392,.281,.083,.124,.119,,.484,.628,.404,.350,.300,.330,,.557,.921,,.030,26,,.165,.263,,1,0,2015
671,490,Thaddeus Young,PF,26,MIN,48,1605,.451,8.9,,.899,.365,.273,.103,.154,.101,,.469,.598,.429,.364,.303,.292,,.556,.947,,.027,14,,.185,.167,,1,0,2015
672,490,Thaddeus Young,PF,26,BRK,28,829,.495,8.0,,.847,.443,.297,.043,.064,.153,,.516,.676,.361,.286,.286,.380,,.559,.895,,.037,12,,.140,.429,,0,0,2015
673,491,Cody Zeller,C,22,CHO,62,1487,.461,8.8,,.997,.509,.075,.040,.373,.003,,.460,.574,.286,.333,.353,1.000,,.848,1.000,,.142,48,,.000,,,0,0,2015
674,492,Tyler Zeller,C,25,BOS,82,1731,.549,5.8,,1.000,.460,.346,.057,.134,.000,,.549,.632,.463,.600,.482,,,.791,,,.063,34,,,,,0,0,2015
