,Player,Pos,Age,Tm,G,MP,PER,TS,Ar3P,FTr,ORB,DRB,TRB,AST,STL,BLK,TOV,USG,OWS,DWS,WS,WS_48,OBPM,DBPM,BPM,VORP,Season,PlayerID
230,Keldon Johnson,SF,21,SAS,27,812,15.3,0.556,0.26,0.321,5.8,18.5,12.0,10.9,1.2,1.5,10.2,20.7,0.7,1.0,1.7,0.10099999999999999,-0.3,-0.7,-1.0,0.2,2021,johnske04
231,Stanley Johnson,PF,24,TOR,25,368,9.7,0.5579999999999999,0.597,0.226,4.1,15.2,9.5,12.7,2.7,2.2,20.9,10.0,0.2,0.5,0.6,0.083,-2.5,2.0,-0.5,0.1,2021,johnsst04
232,Tyler Johnson,SG,28,BRK,12,127,9.8,0.568,0.649,0.0,1.9,6.6,4.4,11.2,1.5,0.0,9.8,13.9,0.1,0.0,0.1,0.055999999999999994,-1.4,-1.1,-2.6,0.0,2021,johnsty01
233,Nikola Jokić,C,25,DEN,26,932,30.8,0.6459999999999999,0.20600000000000002,0.299,9.6,26.7,18.1,40.9,2.1,1.8,14.4,29.1,4.4,1.3,5.7,0.293,8.8,2.3,11.1,3.1,2021,jokicni01
234,Damian Jones,C,25,PHO,11,78,3.9,0.466,0.1,0.9,10.1,12.4,11.3,0.0,0.6,5.6,26.4,10.9,-0.1,0.1,0.0,0.024,-8.7,0.2,-8.5,-0.1,2021,jonesda03
235,Derrick Jones Jr.,SF,23,POR,22,588,10.4,0.542,0.444,0.341,6.8,11.4,9.0,3.0,1.5,3.0,9.4,11.6,0.5,0.3,0.8,0.066,-2.7,-0.7,-3.4,-0.2,2021,jonesde02
236,Mason Jones,SG,22,HOU,17,192,13.0,0.605,0.565,0.42,1.6,17.2,9.4,19.4,1.2,0.0,18.9,22.4,0.1,0.2,0.3,0.071,-1.1,-0.5,-1.6,0.0,2021,jonesma05
237,Tre Jones,PG,21,SAS,9,27,19.7,0.634,0.083,0.41700000000000004,14.9,0.0,7.7,5.8,0.0,0.0,12.3,25.7,0.1,0.0,0.1,0.151,2.7,-4.3,-1.5,0.0,2021,jonestr01
238,Tyus Jones,PG,24,MEM,22,525,15.0,0.485,0.355,0.071,2.6,10.5,6.5,31.4,2.7,0.5,10.9,17.1,0.5,0.6,1.1,0.098,-0.5,0.5,0.0,0.3,2021,jonesty01
239,DeAndre Jordan,C,32,BRK,27,578,16.6,0.7559999999999999,0.0,0.376,9.5,26.2,18.3,11.5,0.7,5.1,26.6,12.9,1.0,0.7,1.7,0.138,-0.5,1.6,1.1,0.5,2021,jordade01
240,Cory Joseph,PG,29,SAC,27,534,10.8,0.551,0.355,0.174,2.2,9.3,5.7,16.4,2.0,0.9,14.8,15.6,0.3,0.1,0.4,0.033,-3.1,-0.5,-3.5,-0.2,2021,josepco01
241,Mfiondu Kabengele,PF,23,LAC,16,64,-1.0,0.345,0.55,0.2,1.8,15.5,8.8,5.9,1.5,2.8,18.7,18.5,-0.2,0.1,-0.2,-0.11699999999999999,-11.8,-2.0,-13.7,-0.2,2021,kabenmf01
242,Frank Kaminsky,C,27,PHO,20,316,16.2,0.531,0.33899999999999997,0.2,6.8,23.8,15.5,18.6,0.6,2.8,7.4,19.1,0.5,0.5,0.9,0.14300000000000002,0.8,1.5,2.3,0.3,2021,kaminfr01
243,Enes Kanter,C,28,POR,26,639,23.2,0.632,0.0,0.266,16.9,31.3,23.8,7.0,1.1,3.1,11.5,18.1,2.1,0.6,2.7,0.20199999999999999,1.6,-1.9,-0.3,0.3,2021,kanteen01
244,Luke Kennard,SG,24,LAC,29,639,10.9,0.599,0.5529999999999999,0.08,1.5,12.9,7.3,11.0,0.8,0.8,12.2,15.3,0.6,0.5,1.1,0.083,-0.8,-1.5,-2.2,0.0,2021,kennalu01
245,Maxi Kleber,PF,29,DAL,17,435,11.5,0.639,0.7440000000000001,0.209,4.0,19.0,11.5,7.6,0.7,2.8,9.6,10.5,0.7,0.3,1.0,0.106,-0.3,-0.6,-0.8,0.1,2021,klebima01
246,Nathan Knight,PF,23,ATL,9,54,16.8,0.5489999999999999,0.409,0.364,16.0,11.8,13.9,2.9,1.8,4.8,13.6,23.2,0.1,0.1,0.1,0.10099999999999999,-0.3,-0.6,-1.0,0.0,2021,knighna01
247,Kevin Knox,SF,21,NYK,22,372,8.3,0.524,0.58,0.107,2.6,10.8,6.8,6.6,1.1,1.6,12.0,15.8,-0.1,0.4,0.4,0.046,-2.0,-0.3,-2.3,0.0,2021,knoxke01
248,John Konchar,SG,24,MEM,14,235,14.7,0.588,0.36,0.28,7.3,20.6,13.8,9.8,2.9,1.9,9.7,11.2,0.4,0.4,0.7,0.153,-1.3,1.8,0.5,0.2,2021,konchjo01
249,Furkan Korkmaz,SG,23,PHI,17,335,8.3,0.5,0.573,0.129,1.3,12.4,7.0,5.4,1.7,0.5,10.9,18.6,-0.2,0.3,0.1,0.017,-3.1,-1.1,-4.2,-0.2,2021,korkmfu01
250,Luke Kornet,PF,25,CHI,5,37,1.8,0.324,0.769,0.154,0.0,23.6,12.0,3.4,1.3,0.0,6.7,17.1,-0.1,0.0,-0.1,-0.10300000000000001,-6.1,-2.5,-8.6,-0.1,2021,kornelu01
251,Rodions Kurucs,SF-PF,22,TOT,14,73,3.2,0.38299999999999995,0.7,0.1,2.9,14.5,8.8,7.0,3.2,2.4,25.1,16.3,-0.2,0.1,-0.1,-0.079,-8.5,1.9,-6.6,-0.1,2021,kurucro01
252,Kyle Kuzma,SF,25,LAL,28,697,13.3,0.545,0.485,0.096,8.3,18.6,13.6,6.6,0.6,2.2,11.1,19.7,0.3,1.1,1.5,0.10099999999999999,0.2,-0.9,-0.7,0.2,2021,kuzmaky01
253,Jeremy Lamb,SG,28,IND,15,373,18.0,0.691,0.491,0.293,4.2,13.7,9.0,9.4,1.8,1.9,9.7,16.9,1.0,0.4,1.4,0.179,2.7,0.8,3.5,0.5,2021,lambje01
254,Zach LaVine,SG,25,CHI,26,927,22.3,0.645,0.426,0.27,2.6,14.5,8.6,24.5,1.4,1.2,14.9,30.5,2.2,0.8,2.9,0.152,4.7,-1.0,3.7,1.3,2021,lavinza01
255,Jake Layman,SF,26,MIN,19,292,13.0,0.583,0.402,0.25,1.7,8.8,5.1,5.0,2.8,2.5,8.9,16.2,0.2,0.3,0.5,0.078,-2.3,0.3,-2.0,0.0,2021,laymaja01
256,Jalen Lecque,PG,20,IND,3,9,24.3,0.47,0.25,0.75,12.4,36.3,24.5,29.2,0.0,0.0,0.0,25.7,0.0,0.0,0.0,0.22899999999999998,2.9,-0.3,2.6,0.0,2021,lecquja01
257,Damion Lee,SG,28,GSW,28,535,11.9,0.623,0.799,0.16399999999999998,2.4,15.8,9.3,10.2,1.5,0.5,7.1,12.2,0.8,0.6,1.4,0.128,-0.8,0.1,-0.7,0.2,2021,leeda03
258,Saben Lee,PG,21,DET,8,70,7.0,0.489,0.071,0.7140000000000001,1.5,3.3,2.4,16.0,2.8,1.3,21.4,14.4,0.0,0.1,0.0,0.011000000000000001,-6.4,0.9,-5.5,-0.1,2021,leesa01
259,Alex Len,C,27,TOT,19,275,15.3,0.6779999999999999,0.284,0.478,4.8,19.6,11.9,10.7,1.4,7.0,21.3,15.6,0.2,0.3,0.6,0.10300000000000001,-1.7,2.0,0.4,0.2,2021,lenal01
260,Kawhi Leonard,SF,29,LAC,23,792,27.6,0.617,0.259,0.32,2.8,16.1,9.6,24.6,2.5,1.6,7.8,30.2,3.0,1.1,4.1,0.248,5.5,0.7,6.3,1.7,2021,leonaka01
261,Meyers Leonard,C,28,MIA,3,29,6.6,0.635,1.0,0.28600000000000003,0.0,25.7,13.6,10.1,0.0,0.0,20.2,15.2,0.0,0.0,0.0,0.04,-3.5,-0.9,-4.4,0.0,2021,leoname01
262,Caris LeVert,SG,26,BRK,12,334,19.1,0.516,0.315,0.17,3.6,13.2,8.7,33.7,1.8,1.5,10.8,31.1,0.3,0.3,0.6,0.08199999999999999,1.3,-0.7,0.6,0.2,2021,leverca01
263,Kira Lewis Jr.,PG,19,NOP,15,184,12.5,0.507,0.307,0.24,0.6,6.6,3.6,17.2,2.4,0.6,7.8,20.8,0.1,0.1,0.2,0.055,-2.6,-0.8,-3.4,-0.1,2021,lewiski01
264,Damian Lillard,PG,30,POR,25,895,26.3,0.624,0.525,0.397,1.1,12.2,6.4,34.2,1.4,0.6,11.7,31.7,3.7,0.3,4.0,0.215,7.2,-1.5,5.8,1.8,2021,lillada01
265,Nassir Little,PF,20,POR,11,120,15.1,0.659,0.41200000000000003,0.265,8.5,12.1,10.2,2.4,0.8,3.1,13.6,15.7,0.2,0.0,0.3,0.113,0.8,-2.3,-1.5,0.0,2021,littlna01
266,Kevon Looney,C,24,GSW,21,308,13.9,0.6559999999999999,0.094,0.245,11.1,18.2,14.7,16.0,1.1,1.7,19.3,10.0,0.7,0.4,1.1,0.16399999999999998,-1.0,0.8,-0.2,0.1,2021,looneke01
267,Brook Lopez,C,32,MIL,27,731,13.7,0.585,0.5429999999999999,0.172,6.1,13.5,9.9,2.9,0.8,4.5,7.4,15.4,1.0,0.8,1.8,0.11599999999999999,0.2,-0.8,-0.6,0.3,2021,lopezbr01
268,Robin Lopez,C,32,WAS,25,478,15.1,0.629,0.092,0.45799999999999996,11.4,11.6,11.5,7.6,0.5,2.5,13.7,15.8,0.9,0.2,1.1,0.11,-0.6,-1.9,-2.5,-0.1,2021,lopezro01
269,Kevin Love,PF,32,CLE,2,46,11.2,0.47,0.5,0.278,4.7,25.0,14.5,16.0,1.1,0.0,12.9,21.7,0.0,0.0,0.0,0.006999999999999999,-1.2,-0.8,-2.1,0.0,2021,loveke01
270,Kyle Lowry,PG,34,TOR,24,837,15.9,0.597,0.544,0.27,2.4,15.0,8.5,27.8,1.5,0.5,16.4,21.7,1.4,0.7,2.0,0.11699999999999999,1.1,-1.0,0.2,0.5,2021,lowryky01
271,Timothé Luwawu-Cabarrot,SF,25,BRK,29,567,9.7,0.528,0.6459999999999999,0.11599999999999999,3.6,9.8,6.9,8.3,1.6,0.7,9.1,16.6,0.2,0.3,0.5,0.042,-1.8,-1.6,-3.3,-0.2,2021,luwawti01
272,Trey Lyles,PF,25,SAS,14,165,11.7,0.575,0.41700000000000004,0.41700000000000004,4.3,23.2,13.5,5.6,0.0,0.0,0.0,11.1,0.3,0.1,0.4,0.11599999999999999,-0.5,-1.1,-1.6,0.0,2021,lylestr01
273,Thon Maker,C,23,CLE,8,76,18.9,0.657,0.111,0.611,11.3,15.1,13.1,7.8,1.3,4.8,11.6,14.6,0.2,0.1,0.3,0.17300000000000001,0.3,1.2,1.5,0.1,2021,makerth01
274,Théo Maledon,PG,19,OKC,21,476,7.9,0.512,0.562,0.13,1.1,10.8,6.0,18.0,2.0,0.2,19.8,17.5,-0.5,0.5,0.0,0.003,-4.8,-0.7,-5.5,-0.4,2021,maledth01
275,Karim Mané,PG,20,ORL,6,56,-0.7,0.325,0.222,0.444,0.0,19.4,9.3,2.3,0.0,1.6,21.8,10.5,-0.1,0.0,-0.1,-0.09,-9.4,-2.0,-11.4,-0.1,2021,maneka01
276,Terance Mann,SG,24,LAC,26,377,11.2,0.534,0.25,0.341,7.1,18.4,12.9,9.7,1.7,1.2,14.4,13.9,0.3,0.4,0.7,0.09300000000000001,-2.7,-0.2,-2.8,-0.1,2021,mannte01
277,Nico Mannion,PG,19,GSW,6,36,7.8,0.305,0.6920000000000001,0.308,0.0,22.7,11.6,42.9,2.6,0.0,11.9,19.7,-0.1,0.1,0.0,-0.011000000000000001,-5.4,0.7,-4.7,0.0,2021,mannini01
278,Boban Marjanović,C,32,DAL,15,108,21.2,0.544,0.055999999999999994,0.24100000000000002,20.2,30.7,25.4,1.6,0.0,0.0,4.8,25.5,0.2,0.1,0.3,0.135,1.0,-5.2,-4.3,-0.1,2021,marjabo01
279,Lauri Markkanen,PF,23,CHI,14,426,17.2,0.654,0.546,0.243,2.1,19.7,11.1,4.3,1.0,1.0,10.5,22.8,0.7,0.4,1.0,0.11599999999999999,1.8,-1.4,0.3,0.3,2021,markkla01
280,Naji Marshall,SF,23,NOP,3,8,-0.4,0.174,0.5,1.0,0.0,27.7,13.8,14.4,0.0,0.0,0.0,15.4,0.0,0.0,0.0,-0.154,-7.0,-3.0,-10.0,0.0,2021,marshna01
281,Caleb Martin,SF,25,CHO,23,363,11.9,0.496,0.42,0.21,5.5,13.4,9.4,11.3,2.7,1.9,11.0,17.1,0.0,0.4,0.4,0.057999999999999996,-1.6,0.0,-1.6,0.0,2021,martica02
282,Cody Martin,SF,25,CHO,17,159,13.5,0.601,0.342,0.263,6.6,16.4,11.4,13.9,2.1,0.0,17.5,13.7,0.2,0.2,0.3,0.105,-1.0,0.2,-0.7,0.1,2021,martico01
283,Kelan Martin,SF,25,IND,11,43,1.4,0.389,0.444,0.0,2.6,25.3,14.1,0.0,2.2,0.0,18.2,22.2,-0.2,0.1,-0.1,-0.153,-8.6,-1.9,-10.5,-0.1,2021,martike03
284,Kenyon Martin Jr.,SF,20,HOU,7,69,9.1,0.39399999999999996,0.14800000000000002,0.185,12.2,17.0,14.6,8.6,1.4,6.2,14.6,21.1,-0.2,0.1,0.0,-0.026000000000000002,-5.9,-0.6,-6.5,-0.1,2021,martike04
285,Frank Mason III,G,26,ORL,4,79,7.7,0.462,0.20800000000000002,0.292,3.8,12.4,7.9,21.9,0.0,0.0,15.6,17.3,0.0,0.0,0.0,-0.004,-6.1,-3.1,-9.2,-0.1,2021,masonfr01
286,Garrison Mathews,SG,24,WAS,19,305,14.2,0.624,0.787,0.42700000000000005,2.6,7.5,5.0,4.0,2.7,1.1,2.8,14.7,0.7,0.2,0.9,0.141,0.0,0.3,0.3,0.2,2021,mathega01
287,Dakota Mathias,SG,25,PHI,8,123,9.9,0.474,0.542,0.125,0.9,5.2,3.1,14.9,0.4,2.2,1.9,17.8,0.1,0.1,0.1,0.051,-1.9,-1.7,-3.6,0.0,2021,mathida01
288,Wesley Matthews,SG,34,LAL,21,426,8.3,0.5760000000000001,0.807,0.17,2.2,5.1,3.7,6.9,1.1,1.6,6.9,10.3,0.4,0.6,1.0,0.113,-1.8,0.3,-1.5,0.0,2021,matthwe02
289,Tyrese Maxey,SG,20,PHI,27,460,13.3,0.508,0.247,0.105,1.5,10.4,6.1,16.1,1.5,0.6,6.9,22.6,0.2,0.4,0.6,0.065,-1.8,-0.8,-2.7,-0.1,2021,maxeyty01
290,Skylar Mays,SG,23,ATL,9,55,17.5,0.5760000000000001,0.462,0.231,3.9,7.7,5.8,14.8,0.9,0.0,3.4,22.9,0.1,0.0,0.2,0.146,3.4,-1.6,1.8,0.1,2021,mayssk01
291,CJ McCollum,SG,29,POR,13,440,26.4,0.62,0.55,0.17300000000000001,1.6,11.2,6.2,26.0,1.9,0.9,4.4,28.5,1.9,0.2,2.1,0.23199999999999998,7.7,-0.7,6.9,1.0,2021,mccolcj01
292,T.J. McConnell,PG,28,IND,25,594,15.5,0.521,0.12,0.09,3.4,12.5,8.0,36.8,3.7,1.3,24.6,13.4,0.6,0.9,1.4,0.11699999999999999,-0.3,2.2,1.9,0.6,2021,mccontj01
293,Jaden McDaniels,PF,20,MIN,21,376,8.5,0.502,0.528,0.142,4.1,17.0,10.2,8.1,0.9,4.4,13.1,14.5,-0.1,0.3,0.2,0.021,-4.3,-0.1,-4.3,-0.2,2021,mcdanja02
294,Jalen McDaniels,SF,23,CHO,10,108,7.2,0.542,0.273,0.33299999999999996,3.9,17.1,10.4,7.9,0.9,0.0,19.2,18.4,-0.1,0.1,0.0,-0.004,-5.0,-2.2,-7.2,-0.1,2021,mcdanja01
295,Doug McDermott,PF,29,IND,27,706,14.4,0.614,0.43799999999999994,0.162,4.3,13.1,8.7,7.8,0.5,0.2,8.8,19.6,1.0,0.4,1.4,0.098,0.8,-2.1,-1.3,0.1,2021,mcderdo01
296,Sean McDermott,SF,24,MEM,4,57,4.0,0.455,0.667,0.222,5.6,7.9,6.7,6.3,0.0,1.6,23.3,9.6,0.0,0.0,0.0,-0.012,-5.1,-2.5,-7.6,-0.1,2021,mcderse01
297,JaVale McGee,C,33,CLE,20,313,16.6,0.502,0.11900000000000001,0.326,11.6,28.6,19.8,10.4,1.4,7.0,13.9,24.6,-0.2,0.5,0.3,0.049,-2.7,0.5,-2.2,0.0,2021,mcgeeja01
298,Rodney McGruder,SG,29,DET,8,64,11.1,0.591,0.368,0.158,5.0,11.0,7.9,14.5,0.0,1.4,16.4,16.4,0.1,0.0,0.1,0.054000000000000006,-0.9,-1.7,-2.5,0.0,2021,mcgruro01
299,Alfonzo McKinnie,SF,28,LAL,14,44,22.7,0.7040000000000001,0.313,0.25,15.7,14.7,15.2,3.6,1.1,0.0,5.3,18.5,0.2,0.1,0.2,0.253,4.6,-1.2,3.4,0.1,2021,mckinal01
300,Jordan McLaughlin,PG,24,MIN,15,272,13.1,0.47600000000000003,0.247,0.11699999999999999,3.0,9.9,6.3,34.7,2.3,0.9,17.4,15.2,0.2,0.2,0.3,0.061,-1.6,-0.7,-2.3,0.0,2021,mclaujo01
301,Ben McLemore,SG,27,HOU,19,283,8.2,0.523,0.738,0.175,2.2,12.0,7.1,9.8,1.5,0.3,15.3,19.7,-0.2,0.3,0.1,0.012,-2.9,-1.2,-4.1,-0.1,2021,mclembe01
302,Nicolò Melli,PF,30,NOP,12,135,4.7,0.39399999999999996,0.778,0.185,1.6,20.5,11.0,10.0,2.2,0.8,17.0,11.1,-0.1,0.1,0.0,-0.01,-5.6,0.9,-4.7,-0.1,2021,mellini01
303,De'Anthony Melton,PG,22,MEM,12,258,15.7,0.58,0.43,0.08,1.7,14.0,7.6,21.2,2.1,4.2,14.1,19.8,0.2,0.3,0.5,0.1,0.0,1.3,1.2,0.2,2021,meltode01
304,Sam Merrill,SG,24,MIL,9,55,12.6,0.643,0.8,0.2,5.9,13.1,9.6,20.9,0.9,0.0,21.6,10.6,0.1,0.0,0.2,0.142,1.1,-0.8,0.3,0.0,2021,merrisa01
305,Chimezie Metu,C,23,SAC,11,71,20.3,0.545,0.1,0.3,16.8,18.7,17.7,10.6,2.0,7.1,15.0,24.0,0.1,0.1,0.1,0.08900000000000001,-0.7,-0.5,-1.3,0.0,2021,metuch01
306,Khris Middleton,SF,29,MIL,27,886,20.8,0.632,0.376,0.22399999999999998,2.5,15.8,9.3,25.9,1.4,0.4,13.0,24.0,2.7,0.8,3.5,0.191,4.0,-0.5,3.5,1.2,2021,middlkh01
307,Darius Miller,SF,30,OKC,10,98,12.5,0.637,0.87,0.13,1.1,13.7,7.4,11.3,1.9,2.7,11.0,12.0,0.1,0.1,0.3,0.124,-1.0,2.0,1.0,0.1,2021,milleda01
308,Patty Mills,PG,32,SAS,27,687,14.8,0.598,0.618,0.124,1.0,6.8,3.8,15.6,1.2,0.1,8.0,20.2,1.0,0.5,1.5,0.106,1.6,-1.5,0.1,0.4,2021,millspa02
309,Paul Millsap,PF,35,DEN,26,621,17.1,0.63,0.413,0.312,7.5,16.9,12.2,9.6,1.7,2.2,10.8,16.9,1.3,0.7,2.0,0.155,1.6,-0.7,0.9,0.5,2021,millspa01
310,Shake Milton,SG,24,PHI,22,536,15.4,0.562,0.301,0.335,2.5,6.0,4.3,18.6,1.4,0.7,11.0,24.3,0.8,0.4,1.2,0.10300000000000001,-0.7,-1.3,-2.0,0.0,2021,miltosh01
311,Donovan Mitchell,SG,24,UTA,26,874,18.7,0.562,0.452,0.261,3.1,10.1,6.8,25.0,1.1,0.8,12.1,31.3,1.6,1.0,2.6,0.142,2.6,-1.3,1.3,0.7,2021,mitchdo01
312,Adam Mokoka,SG,22,CHI,7,42,5.4,0.39299999999999996,0.5710000000000001,0.0,2.7,7.8,5.3,12.6,2.2,2.1,12.5,16.2,-0.1,0.0,0.0,-0.032,-5.8,-0.8,-6.6,0.0,2021,mokokad01
313,Malik Monk,SG,22,CHO,15,316,13.0,0.613,0.55,0.16699999999999998,1.7,10.3,5.9,12.6,0.6,0.6,11.7,19.6,0.4,0.1,0.5,0.08,0.6,-2.0,-1.4,0.0,2021,monkma01
314,E'Twaun Moore,SG,31,PHO,13,216,8.9,0.483,0.239,0.113,2.6,7.5,5.1,13.9,2.5,0.4,13.9,17.9,-0.2,0.3,0.1,0.027999999999999997,-5.0,1.0,-4.0,-0.1,2021,mooreet01
315,Ja Morant,PG,21,MEM,14,418,18.0,0.534,0.221,0.35600000000000004,2.3,5.9,4.1,40.6,1.5,0.9,14.9,28.7,0.5,0.3,0.8,0.08800000000000001,1.7,-2.8,-1.1,0.1,2021,moranja01
316,Juwan Morgan,PF,23,UTA,11,62,8.0,0.524,0.6920000000000001,0.231,5.4,16.3,11.2,6.4,2.4,0.0,12.3,11.3,0.0,0.1,0.1,0.091,-3.7,1.8,-2.0,0.0,2021,morgaju01
317,Marcus Morris,PF,31,LAC,20,492,16.4,0.634,0.526,0.18899999999999997,3.8,13.4,8.7,5.3,1.2,1.1,8.6,20.9,1.0,0.4,1.4,0.138,1.7,-1.7,0.1,0.3,2021,morrima03
318,Markieff Morris,PF,31,LAL,22,335,8.5,0.5,0.648,0.205,4.8,20.6,13.0,7.8,0.4,1.5,10.3,13.8,0.1,0.5,0.6,0.087,-2.5,-0.4,-3.0,-0.1,2021,morrima02
319,Monte Morris,PG,25,DEN,26,682,15.1,0.588,0.385,0.213,1.0,8.0,4.5,18.0,1.2,1.0,6.2,16.4,1.4,0.4,1.8,0.13,1.3,-1.4,-0.1,0.3,2021,morrimo01
320,Mychal Mulder,PG,26,GSW,27,289,11.7,0.696,0.883,0.14300000000000002,0.4,8.8,4.7,5.2,1.0,1.8,5.8,12.7,0.4,0.3,0.7,0.11699999999999999,-0.7,-0.2,-0.9,0.1,2021,muldemy01
321,Dejounte Murray,PG,24,SAS,27,821,16.4,0.512,0.23800000000000002,0.155,2.1,22.9,12.2,25.0,2.4,0.2,10.1,23.2,0.3,1.2,1.5,0.08800000000000001,-0.7,1.0,0.3,0.5,2021,murrade01
322,Jamal Murray,PG,23,DEN,24,835,14.8,0.544,0.39399999999999996,0.217,2.2,11.0,6.6,18.7,1.5,0.7,10.7,23.8,0.8,0.6,1.5,0.084,0.7,-1.9,-1.2,0.2,2021,murraja01
323,Mike Muscala,C,29,OKC,24,452,13.7,0.58,0.6920000000000001,0.14800000000000002,3.0,17.1,10.1,7.8,0.7,1.3,7.6,20.1,0.4,0.5,0.9,0.091,0.3,-1.4,-1.1,0.1,2021,muscami01
324,Sviatoslav Mykhailiuk,SF,23,DET,26,398,12.5,0.5489999999999999,0.774,0.16399999999999998,1.9,11.5,6.5,12.9,1.9,1.2,9.3,18.7,0.3,0.3,0.6,0.07,0.2,-0.5,-0.3,0.2,2021,mykhasv01
325,Abdel Nader,SF,27,PHO,11,163,14.3,0.605,0.39,0.305,0.0,18.5,9.5,10.1,1.2,0.5,10.7,20.6,0.2,0.2,0.4,0.109,-0.4,0.9,0.5,0.1,2021,naderab01
326,Larry Nance Jr.,PF,28,CLE,19,635,13.2,0.5710000000000001,0.434,0.145,4.6,18.4,11.3,13.7,2.9,1.4,15.4,12.3,0.4,0.7,1.2,0.08800000000000001,-1.0,2.0,1.0,0.5,2021,nancela02
327,Aaron Nesmith,SF,21,BOS,11,146,2.0,0.449,0.805,0.073,2.2,13.2,7.6,4.5,0.0,1.3,15.9,14.8,-0.2,0.1,-0.1,-0.043,-6.3,-2.3,-8.6,-0.2,2021,nesmiaa01
328,Raul Neto,PG,28,WAS,20,375,12.7,0.54,0.41200000000000003,0.125,2.7,10.1,6.3,13.2,2.5,0.5,8.3,17.2,0.2,0.3,0.5,0.065,-1.6,-0.4,-2.0,0.0,2021,netora01
329,Georges Niang,PF,27,UTA,28,358,8.7,0.522,0.677,0.024,2.8,15.0,9.2,8.7,1.5,0.7,12.9,17.7,0.0,0.5,0.5,0.062,-3.1,0.3,-2.8,-0.1,2021,niangge01
330,Zeke Nnaji,PF,20,DEN,13,72,18.8,0.7290000000000001,0.6,0.16,6.3,7.9,7.1,0.0,0.7,1.3,0.0,16.1,0.2,0.0,0.3,0.185,4.8,-2.0,2.8,0.1,2021,nnajize01
331,Nerlens Noel,C,26,NYK,24,445,14.5,0.589,0.027999999999999997,0.282,8.7,20.3,14.6,3.5,2.5,10.7,22.4,10.2,0.1,1.1,1.2,0.133,-3.2,4.1,0.9,0.3,2021,noelne01
332,Jaylen Nowell,SG,21,MIN,13,220,15.4,0.573,0.431,0.22,3.2,8.7,5.8,8.2,1.1,1.5,7.0,24.6,0.2,0.1,0.3,0.071,0.0,-2.0,-2.0,0.0,2021,nowelja01
333,Frank Ntilikina,PG,22,NYK,4,42,12.4,0.5870000000000001,0.643,0.214,2.6,7.3,5.0,10.7,3.6,0.0,11.5,18.2,0.0,0.1,0.1,0.113,-1.7,3.0,1.2,0.0,2021,ntilila01
